"Initial.ID","ID","Class","Order","Family","Subfamily","Genus","Species","BT1","BT2","BT3","BT4","BT5","BT6","BT7","BT8","BT9","BT10","Location","Chromolaena_level","SN"
"Pt62","MSp 319","Insecta","Hymenoptera","Formicidae","Ponerinae","Mesoponera ","escherichi",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",740
"Pt63","MSp 320","Arachnida","Araneae","Segetriidae","Segetriinae","Segestria ","florentina",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",741
"Pt64","MSp 321","Insecta","Hymenoptera","Formicidae","Myrmicinae","Tetramorium ","sericeiventre",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",742
"Pt65","MSp 322","Insecta","Coleoptera","Carabidae","Scaritinae","Clivina ","collaris",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",743
"Pt66","MSp 323","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium"," salomonis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",744
"Pt67","MSp 324","Insecta","Hymenoptera","Formicidae","Formicinae","Nylanderia ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",745
"Pt68","MSp 325","Insecta","Coleoptera","Carabidae","Harpalinae","Amara ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",746
"Pt69","MSp 326","Insecta","Coleoptera","Scarabaeidae","Rutelinae","Adoretus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",747
"Pt70","MSp 327","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",748
"Pt72","MSp 329","Insecta","Coleoptera","Nitidulidae","Carpophilinae","Carpophilus ","marginellus ",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",749
"Pt73","MSp 330","Insecta","Hymenoptera","Formicidae","Formicinae","Paratrechina"," longicornis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",750
"Pt74","MSp 331","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",751
"Pt75","MSp 332","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",752
"Pt76","MSp 333","Arachnida","Araneae","Ctenidae","Ctenidae","Phoneutria ","nigriventer",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",753
"Pt77","MSp 334","Insecta","Orthoptera","Tetrigidae","Tetriginae","Tetrix ","subulata",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",754
"Pt78","MSp 335","Insecta","Diptera","Calliphoridae","Calliphorinae","Calliphora ","vomitoria",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",755
"Pt79","MSp 336","Malacostraca","Isopoda","Oniscidae","Oniscinae","Oniscus ","asellus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",756
"Pt80","MSp 337","Insecta","Hemiptera","Reduviidae","Triatominae","Triatoma","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",757
"Pt81","MSp 338","Insecta","Hemiptera","Reduviidae","Phymatinae","Reduvius ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",758
"Pt82","MSp 339","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",759
"Pt83","MSp 340","Insecta","Hymenoptera","Formicidae","Ponerinae","Mesoponera ","escherichi",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",760
"Pt84","MSp 341","Insecta","Coleoptera","Staphylinidae","Scydmaeninae","Euconnus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",761
"Pt85","MSp 342","Insecta","Hemiptera","Fulgoridae","","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",762
"Pt86","MSp 343","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",763
"Pt88","MSp 345","Diplopoda","Polydesmida","Paradoxomatidae","Paradoxomantinae","Oxidus ","gracilis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",764
"Pt89","MSp 346","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",765
"Pt91","MSp 348","Insecta","Coleoptera","Scarabaeidae"," Melolonthinae","Maladera ","japonica",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",766
"Pt92","MSp 349","Insecta","Orthoptera","Gryllacrididae","Hyperbaeninae","Paragryllacris ","combusta",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",767
"Pt93","MSp 350","Arachnida","Araneae","Ctenidae","Cteninae","Ctenus ","hibernalis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",768
"Pt94","MSp 351","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",769
"Pt95","MSp 352","Insect","Hymenoptera","Formicidae","Formicinae","Lepisiota ","canescens",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",770
"Pt96","MSp 353","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","maculatus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",771
"Pt97","MSp 354","Insecta","Coleoptera","Staphylinidae","Steninae","Stenus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",772
"Pt98","MSp 355","Insecta","Coleoptera","Cryptophagidae","Cryptophaginae","Curelius ","jaegeri",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",773
"Pt99","MSp 356","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium ","opacum",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",774
"Pt100","MSp 357","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",775
"Pt101","MSp 358","Insecta","Hymenoptera","Formicidae","Formicinae","Oecophylla ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",776
"Pt102","MSp 359","Diplopoda","Polydesmida","Paradoxomatidae","Paradoxomatinae","Oxidus ","gracilis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",777
"Pt103","MSp 360","Insecta","Diptera","Muscidae","Musicinae","Musca ","domestica",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",778
"Pt104","MSp 361","Chilopoda","Scolopendromorpha","Scolopendridae","Otostigminae","Rhysida","longipes",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",779
"Pt105","MSp 362","Insecta","Isopoda (Blattodea)","Archotermopsidae","Archotermopsinae","Zootermopsis ","angusticollis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",780
"Pt106","MSp 363","Insecta","Hemiptera","Cydnidae","Cydninae","Cydnus ","aterrimus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",781
"Pt107","MSp 364","Insecta","Hymenoptera","Formicidae","Formicinae","Paratrechina ","longicornis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",782
"Pt108","MSp 365","Insecta","Coleoptera","Coccinellidae","Sticholotidinae","Gnathoweisea ","texana",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",783
"Pt109","MSp 366","Insecta","Hemiptera","Pentatomidae","Pentatominae","Halyomorpha ","halys",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",784
"Pt110","MSp 367","Insecta","Neuroptera","Myrmeleontidae","Myrmeleontinae","Distoleon ","tetragrammicus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",785
"Pt111","MSp 368","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",786
"Pt112","MSp 369","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",787
"Pt113","MSp 370","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",788
"Pt114","MSp 371","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",789
"Pt115","MSp 372","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",790
"Pt116","MSp 373","Insecta","Hymenoptera","Crabronidae","Crabroninae","Stigmus ","fronticoncavus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",791
"Pt117","MSp 374","Arachnida","Oribatida","Euzetidae","Euzetinae","Euzetes ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",792
"Pt118","MSp 375","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",793
"Pt119","MSp 376","Insecta","Coleoptera","Curculionidae","Scolytinae","Coccotrypes ","dactyliperda",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",794
"Pt120","MSp 377","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",795
"Pt121","MSp 378","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",796
"Pt122","MSp 379","Unknown","Unknown","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",797
"Pt123","MSp 380","Insecta","Blattodea","Unknown","Unknown","Unknown","unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",798
"Pt124","MSp 381","Insecta","Orthoptera  ","Tetrigidae","Cladonotinae","Afrolarcus ","aequalis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",799
"Pt125","MSp 382","Insecta","Coleoptera","Curcilionidae","Scolytinae","Hylastinus ","obscurus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",800
"Pt126","MSp 383","Chilopoda","Lithoblomorpha","Lithobiidae","Lithobiinae","Lithobius ","nodulipes",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",801
"Pt127","MSp 384","Insecta","Coleoptera","Carabidae","Cicindelinae","Cylindera ","germanica",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",802
"Pt130","MSp 387","Arachnida","Araneae","Ctenidae","Cteninae","Ctenus ","medius",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",803
"Pt131","MSp 388","Insecta","Coleoptera","Scarabaeidae","Melolonthinae","Maladera"," castanea",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",804
"Pt132","MSp 389","Insecta","Orthoptera","Tetrigidae","Tetriginae","Tettilobus ","prashadi",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",805
"Pt133","MSp 390","Insecta","Coleoptera","Staphylinidae","Scydmaeninae","Scydmaenus","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",806
"Pt135","MSp 392","Insecta","Hemiptera","Veliidae","Microveliinae","Microvelia ","reticulata",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",807
"Pt136","MSp 393","Insecta","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",808
"Pt137","MSp 394","Insecta","Coleoptera","Carabidae"," Brachininae","Brachinus ","tetracolon",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",809
"Pt138","MSp 395","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",810
"Pt139","MSp 396","Insecta","Hymenoptera","Formicidae"," Dolichoderinae","Technomyrmex ","pallipes",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",811
"Pt140","MSp 397","Insecta","Hymenoptera","Scelionidae","Teleasinae","Trimorus ","caraborum",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",812
"Pt142","MSp 399","Insecta","Hymenoptera","Mutillidae","Sphaeropthalminae","Pseudomethoca ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",813
"Pt143","MSp 400","Arachnida","Araneae","Ageleniidae","Ageleniinae","Agelenopsis ","pennsylvanica",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",814
"Pt144","MSp 401","Arachnida","Araneae","Zodariidae","Zodariidnae","Zodarion ","rubidum",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",815
"Pt145","MSp 402","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",816
"Pt146","MSp 403","Arachnida","Araneae","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",817
"Pt147","MSp 404","Insecta","Hymenoptera","Pompilidae","Pepsinae","Hemipepsis","Sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",818
"Pt149","MSp 406","Insecta","Hymenoptera","Formicidae","Dorylinae","Dorylus ","molestus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",819
"Pt151","MSp 408","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",820
"Pt152","MSp 409","Insecta","Hemiptera","Reduviidae","Phymatinae","Reduvius ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",821
"Pt153","MSp 410","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",822
"Pt154","MSp 411","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",823
"Pt155","MSp 412","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",824
"Pt156","MSp 413","Insecta","Hymenoptera","Pompilidae","Pepsinae","Hemipepsis ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",825
"Pt157","MSp 414","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",826
"Pt158","MSp 415","Insecta","Orthoptera","Gryllidae","Gryllinae","Gryllus ","vernalis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",827
"Pt159","MSp 416","Insecta","Coleoptera","Staphylinidae","Staphylinidae","Philonthus ","asper",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",828
"Pt160","MSp 417","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",829
"Pt162","MSp 419","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",830
"Pt163","MSp 420","Insecta","Coleoptera","Staphylinidae","Paederinae","Lathrobium ","nigrum",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",831
"Pt164","MSp 421","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",832
"Pt165","MSp 422","insecta","Diptera","Tipulidae","Tipulinae","Tipula ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",833
"Pt166","MSp 423","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",834
"Pt167","MSp 424","insecta","Othoptera","Acrididae","Gomphocerinae","Chorthippus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",835
"Pt168","MSp 425","Insecta","Coleoptera","Carabidae","Harpalinae","Laemostenus ","complanatus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",836
"Pt169","MSp 426","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",837
"Pt170","MSp 427","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",838
"Pt172","MSp 429","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",839
"Pt173","MSp 430","Insecta","Hymenoptera","Sphecidae","Ammophilinae","Eremnophila  ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",840
"Pt174","MSp 431","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",841
"Pt176","MSp 433","Insecta","Hymenoptera","Sphecidae"," Sphecinae","Sphex ","argentatus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",842
"Pt177","MSp 434","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",843
"Pt178","MSp 435","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",844
"Pt179","MSp 436","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",845
"Pt180","MSp 437","Insecta","Diptera","Calliphoridae","Calliphorinae","Calliphora ","vomitoria",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",846
"Pt181","MSp 438","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",847
"Pt182","MSp 439","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",848
"Pt183","MSp 440","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",849
"Pt184","MSp 441","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",850
"Pt185","MSp 442","Insecta","Coleoptera","Carabidae","Brachininae","Brachinus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",851
"Pt186","MSp 443","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",852
"Pt187","MSp 444","Insecta","Blattodae","Blaberidae","Blaberinae","Pycnoscelus ","surinamensis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",853
"Pt188","MSp 445","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",854
"Pt190","MSp 447","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",855
"Pt191","MSp 448","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",856
"Pt192","MSp 449","Insecta","Hemiptera","Pentatomidae","Pentatominae","Menecles ","insertus",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",857
"Pt193","MSp 450","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",858
"Pt194","MSp 451","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",859
"Pt195","MSp 452","Insecta","Orthoptera","Phalangopsidae","Cachoplistinae","Meloimorpha ","japonica",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",860
"Pt196","MSp 453","Insecta","Coleoptera","Chrysomelidae","Galerucinae ","Asphaera ","lustrans",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",861
"Pt197","MSp 454","Insecta","Orthoptera","Aerididae","Gomphocerinae","Pseudochorthippus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",862
"Pt198","MSp 455","Diplopoda","Platydesmida","Andrognathidae","Andrognathinae","Brachycybe ","producta",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",863
"Pt199","MSp 456","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",864
"Pt200","MSp 457","Insecta","Coleoptera","Elateridae "," Elaterinae","Melanotus ","similis",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",865
"Pt201","MSp 458","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",866
"Pt202","MSp 459","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",867
"Pt203","MSp 460","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",868
"Pt204","MSp 461","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",869
"Pt205","MSp 462","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",870
"Pt206","MSp 463","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",871
"Pt208","MSp 465","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",872
"Pt209","MSp 466","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",873
"Pt210","MSp 467","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,"Ogua","<50%",874
"1","Msp1","Insecta","Hymenoptera","Formicidae","Myrmicinae","Lenomyrmex ","hoelldobleri",0,0,0,0,1,0,0,0,0,0,"Ogua",">50%",875
"2","Msp2","Insecta","Hymenoptera","Formicidae","Myrmicinae","Trichomyrmex ","abyssinicus",0,0,0,0,0,10,3,0,0,6,"Ogua",">50%",876
"3","Msp3","Insecta","Coleoptera","Cerambycidae","Lamiinae","Prosopocera ","cylindrica",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",877
"4","Msp4","Insecta","Coleoptera","Formicidae","Myrmicinae","Crematogaster ","sp",0,0,0,1,3,0,0,0,4,0,"Ogua",">50%",878
"5","Msp5","Insecta","Blattodea","Ectobiidae","Ectobiinae","Ectobius ","pallidus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",879
"6","Msp6","Insecta","Coleoptera","Scarabaeidae","Rutelinae","Adorectus ","tenuimaculatus",1,0,0,0,0,0,0,0,0,0,"Ogua",">50%",880
"7","Msp7","Arachnida","Araneae","Pholcidae","Pholcidae","Pholcus ","phalangioides",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",881
"8","Msp8","Diplopoda","Spirostreptida","Spirostreptidae","Spirostreptinae","Orthoporus ","ornatus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",882
"9","Msp9","Insecta","Coleoptera","Nemonychidae","Cimberinae","Cimberis ","compta",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",883
"10","Msp10","Insecta","Coleoptera","Melolonthidae","Melolonthinae","Diplotaxini ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",884
"11","Msp11","Insecta","Hymenoptera","Formicidae","Dolichoderinae","Iridomyrmex ","suchieri",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",885
"12","Msp12","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",886
"13","Msp13","Insecta","Hemiptera","Pyrrhocoridae","Pyrrhocorinae","Dysdercus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",887
"14","Msp14","Insecta","Hemiptera","Reduviidae","Emesinae","Ploiara ","domestica",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",888
"15","Msp15","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","vividus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",889
"16","Msp16","Insecta","Hymenoptera","Formicidae","Formicinae","Polyrhachis ","tubifex",0,0,0,0,0,0,0,0,0,1,"Ogua",">50%",890
"17","Msp17","Insecta","hymenoptera","formicidae","Formicinae","Polyrhachis ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",891
"18","Msp18","Insecta","Coleoptera","Tenebrionidae","Tenebrioninae","Neatus ","tenebrioides",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",892
"19","Msp19","Insecta","Hemiptera","Pentatomidae","Pentatominae","Chinavia ","hilaris",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",893
"20","Msp20","Insecta","Hymenoptera","Formicidae","Formicinae","Camponotus ","maculatus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",894
"21","Msp21","Insecta","Hymenoptera","Formicidae","Myrmicinae","Monomorium ","opacum",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",895
"22","Msp22","Insecta","Hymenoptera","Formicidae","Myrmicinae","Crematogaster ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",896
"23","Msp23","Insecta","Hymenoptera","Formicidae","Myrmicinae","Pheidole ","rugaticeps",0,0,0,0,1,0,0,0,0,0,"Ogua",">50%",897
"24","Msp24","Insecta","Coleoptera","Chrysomelidae","Galerucinae","Agelastica ","alni",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",898
"25","Msp25","Insecta","Hemiptera","Dinidoridae","Dinidorinae","Coridius ","singhalanus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",899
"26","Msp26","Insecta","Coleoptera","Scarabaeidae","Rutelinae","Adoretus ","ictericus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",900
"29","Msp29","Insecta","Coleoptera","carabidae","Trechinae","Micratopus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",901
"30","Msp30","Insecta","Hymenoptera","Formicidae","Ponerinae","Odontomachus ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",902
"31","Msp31","Insecta","Hemiptera","Plataspidae","Plataspinae","Coptosoma ","xanthogramma",0,0,0,0,0,1,0,0,0,1,"Ogua",">50%",903
"32","Msp32","Insecta","Hemiptera","Pentatomidae","Pentatominae ","Halyomorpha ","halys",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",904
"33","Msp33","Insecta","Hemiptera","Tingidae","Tinginae","Ammianus ","erosus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",905
"34","Msp34","Insecta","Coleoptera","Curcilionidae","Entiminae","Otiorhynchus ","ovalus",0,0,0,1,0,0,0,0,0,0,"Ogua",">50%",906
"35","Msp35","Insecta","Coleoptera","Scarabaeidae","Melolonthinae ","Holotrichia ","reynaudi",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",907
"36","Msp36","Insecta","Coleoptera","Chrysomelidae","Galerucinae","Epitrix ","fasciata",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",908
"37","Msp37","Insecta","Hymenoptera","Formicidae","Myrmicinae","Tetramorium ","sericeiventre",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",909
"38","Msp38","Insecta","Coleoptera","Cerambycidae","Spondilinae","Tetropium ","casteneum",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",910
"39","Msp39","Insecta","Coleoptera","Coccinellidae","Scymninae","Scymnus ","pallens",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",911
"40","Msp40","Insecta","Coleoptera","Curculionidae","Molytinae","Hylobius ","sp",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",912
"41","Msp41","Insecta","Coleoptera","Scarabaeidae","Melolonthinae","Holotrichia ","serrata",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",913
"42","Msp42","Insecta","Coleoptera","Hemiptera","Coreinae","Amorbus ","rubiginosus",0,0,0,0,0,0,0,0,0,0,"Ogua",">50%",914
